HOTRAZONSOCIAL,HOTLOCALIDAD,ANIO,MES,DIAS,Importe,CARGO
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2020,4,9,27983,JJJJ
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,5,4,108076,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,2,3,47250,1372
HOTEL HUAICO,SALTA,2023,6,9,190350,JJJJ
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,3,7,169355,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,12,3,47250,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,3,9,83700,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,98,16830,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,6,5610,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,6,16830,JJJJ
SAVOIA - OSTENDE,OSTENDE,2021,3,5,25500,JJJJ
ALEJANDRO I,SALTA,2022,4,5,43155,1371
ALEJANDRO I,SALTA,2023,5,2,52043,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,3,9,0,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,3,9,268313,JJJJ
TRONADOR,MAR DEL PLATA,2021,4,3,16200,JJJJ
TRONADOR,MAR DEL PLATA,2020,1,7,24696,1313
CABAÑAS PUERTO HAMLET,CARILÓ,2021,9,4,23372,1180
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2020,1,7,13671,1220
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,10,6,83039,1220
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,10,2,34281,1721
TRONADOR,MAR DEL PLATA,2023,1,4,178080,1721
TRONADOR,MAR DEL PLATA,2023,2,10,445200,1721
TRONADOR,MAR DEL PLATA,2021,12,5,41600,JJJJ
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,1,10,72660,1372
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,1,8,125744,1372
DESIGN CALAFATE,CALAFATE,2023,8,3,217527,1372
LOS YÁMANAS,USHUAIA,2023,8,3,406350,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,5,3,92565,1721
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,12,4,105000,1372
ALTOS DE MERLO,VILLA DE MERLO,2021,1,7,57330,1372
SAVOIA - OSTENDE,OSTENDE,2020,1,7,42189,1372
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,9,2,91970,1331
LOS YÁMANAS,USHUAIA,2020,1,10,48440,1161
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,2,3,21067,2,1312
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,2,3,21067,2,1312
HOTEL DEL SOL,C.A.B.A.,2020,2,1,1760,1313
CABAÑAS PUERTO HAMLET,CARILÓ,2020,2,7,68819,22,1313
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,2,5,102263,1313
HOTEL DEL SOL,C.A.B.A.,2022,11,1,6300,1313
CABAÑAS PUERTO HAMLET,CARILÓ,2022,12,4,97090,1313
SAVOIA - OSTENDE,OSTENDE,2023,2,4,84000,1721
SAVOIA - OSTENDE,OSTENDE,2021,2,7,63000,1721
SAVOIA - OSTENDE,OSTENDE,2022,2,7,159250,1721
AMERIAN CARRILLO,VILLA DEL DIQUE, CÓRDOBA,2023,10,7,184858,1721
SAVOIA - OSTENDE,OSTENDE,2022,1,7,68600,1372
SAVOIA - OSTENDE,OSTENDE,2022,1,7,106428,1372
SAVOIA - OSTENDE,OSTENDE,2021,1,7,45080,1372
SAVOIA - OSTENDE,OSTENDE,2021,1,7,67200,1372
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,5,4,139608,1372
PARADISO PLAYA,VALERIA DEL MAR,2020,2,7,65427,72,1190
ALEJANDRO I,SALTA,2022,8,5,64614,1731
SAN CARLOS INN,CONCORDIA,2023,10,4,164400,1731
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2022,1,7,52500,1721
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2023,11,6,280598,1721
TRONADOR,MAR DEL PLATA,2023,1,3,60480,1313
TRONADOR,MAR DEL PLATA,2023,1,3,60480,1313
DAZZLER,PUERTO MADRYN,2022,7,7,66201,52,1160
TRONADOR,MAR DEL PLATA,2023,5,5,102000,1180
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,7,5,87750,1180
HOTEL CHAMONIX,SAN CARLOS DE BARILOCHE,2023,11,5,132750,1180
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,11,4,78795,1180
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,4,1,20468,1731
CASEROS 248,CORDOBA,2022,11,1,14789,1731
CASEROS 248,CORDOBA,2023,9,1,27442,1731
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,7,4,34863,1731
PINARES PANORAMA SUITES & SPA,VILLA CARLOS PAZ,2020,2,3,23625,1731
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,9,1,27104,1731
SAVOIA - OSTENDE,OSTENDE,2021,2,7,45080,1731
SAVOIA - OSTENDE,OSTENDE,2022,3,10,63000,1731
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2021,11,7,28000,1190
HOTEL SANTA ELÍA,MAR DEL PLATA,2020,3,7,12376,1190
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,5,7,41055,1190
ALEJANDRO I,SALTA,2023,6,7,172534,1190
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2021,12,7,46354,1173
ALTOS DE MERLO,VILLA DE MERLO,2021,3,7,34020,JJJJ
ALTOS DE MERLO,VILLA DE MERLO,2021,3,10,48600,JJJJ
VALERIA,VALERIA DEL MAR,2021,1,8,62400,JJJJ
ALTOS DE MERLO,VILLA DE MERLO,2020,2,7,30240,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,1,7,34125,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,1,11,202125,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,2,7,31850,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,2,7,42189,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,2,7,31850,JJJJ
CABAÑAS PUERTO HAMLET,CARILÓ,2023,1,14,906875,JJJJ
DESIGN BUENOS AIRES,C.A.B.A.,2022,7,1,10890,1360
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2021,12,6,177660,1224
VALERIA,VALERIA DEL MAR,2020,1,10,74250,1224
VALERIA,VALERIA DEL MAR,2020,1,1,7425,1224
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2023,1,4,156394,1224
PARADISO PLAYA,VALERIA DEL MAR,2023,1,5,225778,1224
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,9,4,142562,1224
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,8,3,88026,1224
SAVOIA - OSTENDE,OSTENDE,2022,2,7,73500,1190
SAVOIA - OSTENDE,OSTENDE,2022,2,7,99225,1190
SAVOIA - OSTENDE,OSTENDE,2020,1,7,68250,1721
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,6,6,122390,1372
PARADISO PLAYA,VALERIA DEL MAR,2021,12,7,26313,JJJJ
LOS YÁMANAS,USHUAIA,2022,3,5,57375,JJJJ
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,10,2,49406,1181
SAVOIA - OSTENDE,OSTENDE,2023,3,7,94500,1160
CABAÑAS PUERTO HAMLET,CARILÓ,2022,3,5,64838,1150
LOS YÁMANAS,USHUAIA,2020,1,6,36018,1731
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,10,7,68145,1731
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,11,6,136800,1731
SAVOIA - OSTENDE,OSTENDE,2022,2,7,97020,JJJJ
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,11,7,58223,JJJJ
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,9,2,21840,5,1313
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,9,5,54450,1313
PARADISO PLAYA,VALERIA DEL MAR,2020,3,3,21832,5,1314
PARADISO PLAYA,VALERIA DEL MAR,2020,3,1,7277,5,1314
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,7,6,204974,1314
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,8,4,86400,1140
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2023,3,6,39480,1313
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2023,3,6,46060,1313
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2023,5,5,89438,1150
PURO MOCONA LODGE & SUITES,EL SOBERBIO, MISIONESTEL,2023,5,2,47073,1150
SAVOIA - OSTENDE,OSTENDE,2023,1,7,147000,JJJJ
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,11,5,203715,JJJJ
ALTOS DE MERLO,VILLA DE MERLO,2023,10,10,219000,JJJJ
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,3,2,13239,4614
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,3,3,11518,5,4614
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,3,3,12994,5,4614
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,3,2,8663,4614
TRONADOR,MAR DEL PLATA,2022,1,6,60900,4614
TRONADOR,MAR DEL PLATA,2022,1,6,99000,4614
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,6,7,73180,8,1721
SAVOIA - OSTENDE,OSTENDE,2023,1,7,137200,1721
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2023,6,3,24300,JJJJ
PARADISO PLAYA,VALERIA DEL MAR,2024,2,5,681688,1150
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2020,1,9,111510,1160
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2022,10,3,106650,1190
HOSTAL DEL SOL,SAN BERNARDO,2022,2,4,81000,1721
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2022,5,6,54463,8,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,1,11,141559,1312
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,6,9,71412,1372
SAVOIA - OSTENDE,OSTENDE,2021,1,7,48300,1340
SAVOIA - OSTENDE,OSTENDE,2021,1,7,45080,1340
SAVOIA - OSTENDE,OSTENDE,2021,1,7,45080,1340
SAVOIA - OSTENDE,OSTENDE,2023,2,7,0,1340
SAVOIA - OSTENDE,OSTENDE,2023,2,7,343875,1340
PURO MOCONA LODGE & SUITES,EL SOBERBIO, MISIONESTEL,2023,5,5,122910,1331
HOTEL DEL SOL,C.A.B.A.,2023,9,7,137200,1721
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2024,1,11,981750,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,1,7,34125,JJJJ
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,11,7,38598,1333
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,3,7,169360,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,3,10,135000,JJJJ
PARADISO PLAYA,VALERIA DEL MAR,2021,10,4,23820,JJJJ
SAVOIA - OSTENDE,OSTENDE,2021,12,10,67500,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,3,7,68250,JJJJ
DAZZLER,PUERTO MADRYN,2022,5,8,55183,JJJJ
ALEJANDRO I,SALTA,2022,8,6,77537,JJJJ
SAVOIA - OSTENDE,OSTENDE,2021,3,5,22500,JJJJ
SAVOIA - OSTENDE,OSTENDE,2021,3,5,29250,JJJJ
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2021,8,3,19035,JJJJ
PARADISO PLAYA,VALERIA DEL MAR,2023,12,6,319586,1313
HOTEL CHAMONIX,SAN CARLOS DE BARILOCHE,2021,12,6,64200,JJJJ
CASEROS 248,CORDOBA,2022,7,2,18450,1314
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,5,83173,1314
HOTEL SANTA ELÍA,MAR DEL PLATA,2022,1,7,11781,1190
TRONADOR,MAR DEL PLATA,2020,2,2,6216,1340
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2020,4,-24,26299,35,1371
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2020,3,7,26299,35,1371
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2021,4,5,29250,1371
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2021,4,5,28333,56,1371
LOS YÁMANAS,USHUAIA,2022,4,17,80325,1313
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,4,2,56700,1333
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,11,3,70875,1333
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,11,3,129000,1333
SAVOIA - OSTENDE,OSTENDE,2023,1,6,180000,1351
CABAÑAS COIRÓN,VILLA GESELL,2022,1,10,95998,1351
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,2,7,37751,JJJJ
VALERIA,VALERIA DEL MAR,2020,1,6,26550,1340
SAVOIA - OSTENDE,OSTENDE,2020,2,5,24375,1340
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2021,10,4,32132,1340
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,3,5,25515,1340
DESIGN BUENOS AIRES,C.A.B.A.,2022,5,2,15294,1340
SAVOIA - OSTENDE,OSTENDE,2023,2,7,147000,1340
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,11,3,39690,1340
SAVOIA - OSTENDE,OSTENDE,2023,1,11,309375,1731
SAVOIA - OSTENDE,OSTENDE,2023,2,10,281250,1731
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2023,7,7,301840,1731
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,7,7,151200,1731
DESIGN CALAFATE,CALAFATE,2021,7,3,28398,1731
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,7,7,332784,1140
PARADISO PLAYA,VALERIA DEL MAR,2024,1,7,721560,1140
VALERIA,VALERIA DEL MAR,2020,2,7,35175,1355
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,1,12,66156,1160
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,1,16,253008,1140
TRONADOR,MAR DEL PLATA,2021,7,3,34200,1312
CABAÑAS COIRÓN,VILLA GESELL,2021,1,9,53900,1312
CABAÑAS COIRÓN,VILLA GESELL,2020,2,14,52920,1312
TRONADOR,MAR DEL PLATA,2022,7,3,40950,1312
CABAÑAS COIRÓN,VILLA GESELL,2022,1,1,9600,1312
CABAÑAS COIRÓN,VILLA GESELL,2022,2,12,115200,1312
TRONADOR,MAR DEL PLATA,2023,8,-27,187200,1312
CABAÑAS COIRÓN,VILLA GESELL,2023,1,2,39200,1312
CABAÑAS COIRÓN,VILLA GESELL,2023,2,10,196000,1312
TRONADOR,MAR DEL PLATA,2022,11,6,67200,1721
TRONADOR,MAR DEL PLATA,2023,2,6,171360,1721
TRONADOR,MAR DEL PLATA,2022,2,6,47040,1721
TRONADOR,MAR DEL PLATA,2020,2,6,28032,1721
TRONADOR,MAR DEL PLATA,2021,11,6,46080,1721
RESIDENCIA PARQUE BONITO,VILLA GESELL,2022,1,6,89880,1312
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,1,6,307200,1312
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,1,6,0,1312
CABAÑAS COIRÓN,VILLA GESELL,2020,1,6,30000,1731
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,11,7,43665,1372
CASEROS 248,CORDOBA,2022,9,6,63348,JJJJ
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2021,11,2,22650,1312
PARADISO PLAYA,VALERIA DEL MAR,2020,2,13,97032,1313
PARADISO PLAYA,VALERIA DEL MAR,2023,2,7,451764,1174
ALEJANDRO I,SALTA,2023,4,2,69515,1174
PARADISO PLAYA,VALERIA DEL MAR,2024,2,7,1086984,1174
PARADISO PLAYA,VALERIA DEL MAR,2022,4,5,63011,4613
CABAÑAS PUERTO HAMLET,CARILÓ,2021,3,8,56433,33,1360
SAVOIA - OSTENDE,OSTENDE,2020,2,4,18200,1312
PARADISO PLAYA,VALERIA DEL MAR,2021,2,5,67000,1372
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,7,4,18784,1372
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,7,4,37567,1372
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,11,3,45360,1180
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2022,12,6,57108,1180
TRONADOR,MAR DEL PLATA,2023,1,5,126000,1372
SAVOIA - OSTENDE,OSTENDE,2023,2,4,78400,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,1,3,58800,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,2,4,78400,JJJJ
CABAÑAS PUERTO HAMLET,CARILÓ,2022,1,8,215748,1372
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,8,2,24458,1360
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,4,3,89100,1360
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,9,4,27720,1331
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,9,3,20145,1331
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,1,7,61617,1331
HOTEL DEL SOL,C.A.B.A.,2020,3,1,1643,1360
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2020,4,5,33245,1170
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2020,4,7,40941,1170
PARADISO PLAYA,VALERIA DEL MAR,2021,12,7,67592,1731
PARADISO PLAYA,VALERIA DEL MAR,2023,3,3,74880,1731
TRONADOR,MAR DEL PLATA,2023,4,2,38080,1170
CABAÑAS PUERTO HAMLET,CARILÓ,2023,2,4,195510,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2023,3,3,146633,1721
SAVOIA - OSTENDE,OSTENDE,2020,3,3,9537,1721
SAVOIA - OSTENDE,OSTENDE,2020,3,3,7854,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2020,2,7,64354,5,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2021,2,7,91448,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,2,5,50085,1190
CABAÑAS COIRÓN,VILLA GESELL,2022,1,5,51430,1372
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2020,4,4,10520,JJJJ
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2020,4,3,12091,JJJJ
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,11,6,148400,JJJJ
TRONADOR,MAR DEL PLATA,2022,7,7,95550,1731
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,2,6,351540,1731
CABAÑAS PUERTO HAMLET,CARILÓ,2022,5,3,18753,1163
CABAÑAS PUERTO HAMLET,CARILÓ,2022,5,3,18753,1163
PARADISO PLAYA,VALERIA DEL MAR,2022,4,3,60399,1731
SAVOIA - OSTENDE,OSTENDE,2023,2,7,183750,1731
PARADISO PLAYA,VALERIA DEL MAR,2023,3,4,214979,1160
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,12,2,28887,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,12,2,28887,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,7,2,68970,1721
CABAÑAS COIRÓN,VILLA GESELL,2021,12,5,24500,1721
CABAÑAS COIRÓN,VILLA GESELL,2020,1,7,31500,1721
DESIGN CALAFATE,CALAFATE,2020,1,4,61584,36,1151
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,3,2,27600,1340
AMÉRIAN - TUCUMÁN,SAN MIGUEL DE TUCUMÁN,2023,4,2,21683,1340
ALEJANDRO I,SALTA,2023,4,4,105633,1340
ALEJANDRO I,SALTA,2023,6,3,64288,1190
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,11,7,288738,1190
ALEJANDRO I,SALTA,2022,6,6,62799,1190
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2020,1,13,136266,1190
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2022,6,7,64211,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,2,1,7350,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,8,33180,JJJJ
CABAÑAS PUERTO HAMLET,CARILÓ,2022,8,6,72504,1355
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2023,2,5,171893,1140
DESIGN BUENOS AIRES,C.A.B.A.,2022,11,1,24318,1721
CABAÑAS COIRÓN,VILLA GESELL,2022,12,1,11250,1721
CABAÑAS COIRÓN,VILLA GESELL,2023,1,9,189000,1721
SAN CARLOS INN,CONCORDIA,2021,12,10,117600,1721
TRONADOR,MAR DEL PLATA,2021,12,7,33600,JJJJ
SAVOIA - OSTENDE,OSTENDE,2022,3,7,55650,JJJJ
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,9,2,23288,JJJJ
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2022,9,4,42593,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,3,7,20580,JJJJ
VALERIA,VALERIA DEL MAR,2020,2,6,23100,JJJJ
VALERIA,VALERIA DEL MAR,2020,3,1,3850,JJJJ
SAVOIA - OSTENDE,OSTENDE,2021,2,7,66150,JJJJ
SAVOIA - OSTENDE,OSTENDE,2023,3,7,110250,JJJJ
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2021,10,7,24500,1721
HOTEL DEL SOL,C.A.B.A.,2022,11,2,26040,1372
HOTEL SANTA ELÍA,MAR DEL PLATA,2022,11,2,12600,1372
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2022,11,2,12600,1372
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,8,4,105870,1360
ALEJANDRO I,SALTA,2022,9,10,112757,JJJJ
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2022,5,4,31644,JJJJ
AMÉRIAN - TUCUMÁN,SAN MIGUEL DE TUCUMÁN,2022,10,1,6393,JJJJ
AMÉRIAN - TUCUMÁN,SAN MIGUEL DE TUCUMÁN,2022,10,4,25569,JJJJ
TRONADOR,MAR DEL PLATA,2021,11,5,30000,JJJJ
TRONADOR,MAR DEL PLATA,2021,9,4,22800,JJJJ
ALEJANDRO I,SALTA,2023,9,7,256641,JJJJ
TRONADOR,MAR DEL PLATA,2022,11,6,79200,JJJJ
TRONADOR,MAR DEL PLATA,2023,3,8,163200,JJJJ
TRONADOR,MAR DEL PLATA,2023,10,6,154800,JJJJ
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,3,8,45238,44,1360
ALEJANDRO I,SALTA,2022,6,8,73980,1360
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,9,5,110700,1360
ALTOS DE MERLO,VILLA DE MERLO,2023,9,4,78000,1360
VALERIA,VALERIA DEL MAR,2021,12,7,137325,JJJJ
DAZZLER,PUERTO MADRYN,2021,9,5,40455,JJJJ
DESIGN BUENOS AIRES,C.A.B.A.,2022,10,3,31976,JJJJ
DESIGN BUENOS AIRES,C.A.B.A.,2023,10,5,226308,JJJJ
TRONADOR,MAR DEL PLATA,2022,12,4,44800,JJJJ
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,7,6,47205,1340
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,2,7,44891,1340
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,12,9,49626,1340
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2024,1,5,309188,1190
PARADISO PLAYA,VALERIA DEL MAR,2023,12,3,307350,1190
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2022,8,2,29400,1314
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,8,2,96000,1314
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2022,8,4,83895,1721
ALEJANDRO I,SALTA,2022,3,7,55140,1190
LOS YÁMANAS,USHUAIA,2023,10,4,199980,1332
CABAÑAS COIRÓN,VILLA GESELL,2022,2,10,102860,JJJJ
CABAÑAS COIRÓN,VILLA GESELL,2020,2,7,26460,JJJJ
CABAÑAS COIRÓN,VILLA GESELL,2020,2,7,26460,JJJJ
CABAÑAS COIRÓN,VILLA GESELL,2023,3,5,56250,JJJJ
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2020,3,7,16422,1721
HOTEL HUAICO,SALTA,2020,3,7,16422,1721
HOSTAL DEL SOL,SAN BERNARDO,2020,3,7,16422,1721
HOTEL DEL SOL,C.A.B.A.,2020,3,7,16422,1721
HOTEL DEL SOL,C.A.B.A.,2021,9,7,24955,1721
PARADISO PLAYA,VALERIA DEL MAR,2020,2,6,37578,1190
CABAÑAS PUERTO HAMLET,CARILÓ,2023,9,2,55504,1190
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,11,6,386393,1190
HOSTAL DEL SOL,SAN BERNARDO,2023,1,14,374115,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,11,7,43050,1314
CABAÑAS PUERTO HAMLET,CARILÓ,2022,2,3,83334,1721
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,3,5,176378,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,1,7,60648,JJJJ
SAVOIA - OSTENDE,OSTENDE,2020,1,8,36400,1731
SAVOIA - OSTENDE,OSTENDE,2020,1,7,31850,1731
PARADISO PLAYA,VALERIA DEL MAR,2020,3,3,13665,1721
TRONADOR,MAR DEL PLATA,2022,7,5,67125,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,5,3,92565,1312
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2022,4,7,76516,1313
CABAÑAS COIRÓN,VILLA GESELL,2023,1,7,137200,1340
DESIGN BUENOS AIRES,C.A.B.A.,2021,12,3,19602,1340
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2022,12,11,125524,1731
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,9,1,8168,1731
HOTEL SANTA ELÍA,MAR DEL PLATA,2021,10,3,16233,1190
CABAÑAS COIRÓN,VILLA GESELL,2021,1,7,44100,1340
